Carrer / Calle;OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
CHIVA;258424;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39069675186996444, 39.46553448468214], ""type"": ""Point""}";39.46553448468214, -0.39069675186996444
CHIVA;258425;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38988258790042535, 39.464607860458344], ""type"": ""Point""}";39.464607860458344, -0.38988258790042535
SAN JUAN DE LA PEtA;258428;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37052003222485275, 39.49609318800538], ""type"": ""Point""}";39.49609318800538, -0.37052003222485275
CATADAU;258432;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3972202907554204, 39.47870724950929], ""type"": ""Point""}";39.47870724950929, -0.3972202907554204
MONCADA;258435;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.378387024111074, 39.49078578666338], ""type"": ""Point""}";39.49078578666338, -0.378387024111074
ONTINYENT;258438;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38908814942199244, 39.46761229428144], ""type"": ""Point""}";39.46761229428144, -0.38908814942199244
DOCTOR SANCHIS SIVERA;258439;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38738247550059346, 39.46841169107563], ""type"": ""Point""}";39.46841169107563, -0.38738247550059346
BUEN ORDEN;258440;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38749776344267556, 39.46813095559937], ""type"": ""Point""}";39.46813095559937, -0.38749776344267556
NAVARRA;258441;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3870109565019856, 39.46779361268091], ""type"": ""Point""}";39.46779361268091, -0.3870109565019856
VELAZQUEZ;258449;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4015972477105102, 39.47234262204127], ""type"": ""Point""}";39.47234262204127, -0.4015972477105102
MAESTRO ASENSI;258456;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3961490698871496, 39.47161191426531], ""type"": ""Point""}";39.47161191426531, -0.3961490698871496
MARQUES DE SAN JUAN;258458;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39952531864725055, 39.47746025137295], ""type"": ""Point""}";39.47746025137295, -0.39952531864725055
JOSE MARIA HARO (MAGISTRAT);258462;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3374307622694936, 39.473209224671905], ""type"": ""Point""}";39.473209224671905, -0.3374307622694936
BLASCO IBAtEZ;258464;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33772387508025326, 39.47138994058692], ""type"": ""Point""}";39.47138994058692, -0.33772387508025326
BLASCO IBAtEZ;258468;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3496933754734199, 39.47408856254898], ""type"": ""Point""}";39.47408856254898, -0.3496933754734199
BLASCO IBAtEZ;258469;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3488500894483041, 39.473848278947166], ""type"": ""Point""}";39.473848278947166, -0.3488500894483041
LUIS PEIXO;258473;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3341841280872286, 39.47296483217897], ""type"": ""Point""}";39.47296483217897, -0.3341841280872286
TETUAN;258477;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3698731312342169, 39.474725447113045], ""type"": ""Point""}";39.474725447113045, -0.3698731312342169
POETA MARAGALL;258478;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3891564889077046, 39.45640855376896], ""type"": ""Point""}";39.45640855376896, -0.3891564889077046
JUAN DE AGUILO;258479;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38793696702375685, 39.45637435016694], ""type"": ""Point""}";39.45637435016694, -0.38793696702375685
MICER RABASA;258481;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38763757365242396, 39.45670550618744], ""type"": ""Point""}";39.45670550618744, -0.38763757365242396
PEDRO CABANES;258485;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.378655006838835, 39.49416794241354], ""type"": ""Point""}";39.49416794241354, -0.378655006838835
ALAMEDA;258487;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3655955040477764, 39.47549924160039], ""type"": ""Point""}";39.47549924160039, -0.3655955040477764
JOSE BENLLIURE;258490;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3309998700410074, 39.46414248335536], ""type"": ""Point""}";39.46414248335536, -0.3309998700410074
LEONES;258497;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3482921785772084, 39.46629955196229], ""type"": ""Point""}";39.46629955196229, -0.3482921785772084
MONTE CARMELO;258500;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37523360812165263, 39.49844424316268], ""type"": ""Point""}";39.49844424316268, -0.37523360812165263
EOLO;258504;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3575043571136234, 39.471366728867416], ""type"": ""Point""}";39.471366728867416, -0.3575043571136234
BENICARLO;258506;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3670678778464131, 39.48813470928812], ""type"": ""Point""}";39.48813470928812, -0.3670678778464131
CHILE;258507;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35757951659261095, 39.47046637172992], ""type"": ""Point""}";39.47046637172992, -0.35757951659261095
MONCADA;258509;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3778914119891736, 39.48973269368313], ""type"": ""Point""}";39.48973269368313, -0.3778914119891736
CATALUoA;258513;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3545859964673173, 39.47783199851054], ""type"": ""Point""}";39.47783199851054, -0.3545859964673173
DUQUE DE MANDAS;258520;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3712148489577835, 39.49490202471391], ""type"": ""Point""}";39.49490202471391, -0.3712148489577835
PROFESOR BLANCO;258521;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.400164204451103, 39.457507286632065], ""type"": ""Point""}";39.457507286632065, -0.400164204451103
CAMPANERS;258522;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4000733882034053, 39.45757272233067], ""type"": ""Point""}";39.45757272233067, -0.4000733882034053
SAN JUAN BOSCO;258525;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3715832478817165, 39.49382538887183], ""type"": ""Point""}";39.49382538887183, -0.3715832478817165
AGUSTIN LARA;258527;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37148826129222834, 39.49359096721615], ""type"": ""Point""}";39.49359096721615, -0.37148826129222834
PADRE VIMAS;258528;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37042845051556167, 39.4943084623023], ""type"": ""Point""}";39.4943084623023, -0.37042845051556167
PADRE VIMAS;258530;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3711941336471407, 39.49333159029174], ""type"": ""Point""}";39.49333159029174, -0.3711941336471407
VALL DoUXO;258532;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39679057496735576, 39.459689449653915], ""type"": ""Point""}";39.459689449653915, -0.39679057496735576
MAESTRO ASENSI;258534;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39486722019935594, 39.47145869291239], ""type"": ""Point""}";39.47145869291239, -0.39486722019935594
LUIS LAMARCA;258541;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4024607536786719, 39.47088082028362], ""type"": ""Point""}";39.47088082028362, -0.4024607536786719
MUSICO CABANILLES;258548;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3909403141691093, 39.444867863398336], ""type"": ""Point""}";39.444867863398336, -0.3909403141691093
MUSICO CABANILLES;258549;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3919938885271026, 39.445112513356776], ""type"": ""Point""}";39.445112513356776, -0.3919938885271026
SAN VICENTE MARTIR;258553;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38700431763168214, 39.44616433853504], ""type"": ""Point""}";39.44616433853504, -0.38700431763168214
SAN PIO X;258554;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3893633433420916, 39.44521269974643], ""type"": ""Point""}";39.44521269974643, -0.3893633433420916
SAN PIO X;258556;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3891132324213561, 39.445851862898785], ""type"": ""Point""}";39.445851862898785, -0.3891132324213561
JOSEP ALMINYANA I VALLES (SACERDOT);257558;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4050229182089024, 39.48529426652104], ""type"": ""Point""}";39.48529426652104, -0.4050229182089024
ALCALDE GISBERT RICO;257562;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3613231720461799, 39.45455567941614], ""type"": ""Point""}";39.45455567941614, -0.3613231720461799
MAESTRO RODRIGO (MUSICO);257563;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4033717529755126, 39.48496332455331], ""type"": ""Point""}";39.48496332455331, -0.4033717529755126
MICER RABASA;257564;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38908334468254674, 39.45736326113514], ""type"": ""Point""}";39.45736326113514, -0.38908334468254674
BURJASOT;257566;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3904037542193526, 39.48950963145308], ""type"": ""Point""}";39.48950963145308, -0.3904037542193526
MARCHALENES;257571;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3846380743370274, 39.486058577613164], ""type"": ""Point""}";39.486058577613164, -0.3846380743370274
PERIODISTA LLORENTE;257572;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.383565038884988, 39.4862897122659], ""type"": ""Point""}";39.4862897122659, -0.383565038884988
RIO SEGRE;257579;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3822808041613562, 39.49528190150018], ""type"": ""Point""}";39.49528190150018, -0.3822808041613562
TEMPLE;257580;12;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37042948140118204, 39.47606589623281], ""type"": ""Point""}";39.47606589623281, -0.37042948140118204
GALICIA;257587;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3620126204178851, 39.4729649544394], ""type"": ""Point""}";39.4729649544394, -0.3620126204178851
POETISA LEONOR PERALES;257588;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3630656221179394, 39.428336866978], ""type"": ""Point""}";39.428336866978, -0.3630656221179394
MORA DE RUBIELOS;257589;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38576042926465454, 39.458449964291326], ""type"": ""Point""}";39.458449964291326, -0.38576042926465454
ENGUERA;257590;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39403256752864685, 39.46465494712906], ""type"": ""Point""}";39.46465494712906, -0.39403256752864685
CAMPANAR;257594;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3907928203150593, 39.4856590905185], ""type"": ""Point""}";39.4856590905185, -0.3907928203150593
ALGUER;257597;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3420801612026603, 39.47075713142517], ""type"": ""Point""}";39.47075713142517, -0.3420801612026603
SAN JACINTO CASTAtEDA;257600;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3624079159645186, 39.46014658334134], ""type"": ""Point""}";39.46014658334134, -0.3624079159645186
POETA ANDRES CABRELLES;257601;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34148730880773936, 39.470394805524904], ""type"": ""Point""}";39.470394805524904, -0.34148730880773936
VICENTE BELTRAN GRIMAL (ESCULTOR);257605;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3489081409434412, 39.46100590102444], ""type"": ""Point""}";39.46100590102444, -0.3489081409434412
VICENTE BELTRAN GRIMAL (ESCULTOR);257607;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3491513890044483, 39.46025604620172], ""type"": ""Point""}";39.46025604620172, -0.3491513890044483
VICENTE BELTRAN GRIMAL (ESCULTOR);257608;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3494701285654795, 39.459454967906005], ""type"": ""Point""}";39.459454967906005, -0.3494701285654795
VICENTA RODRIGO ARCE (MESTRA);257611;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.42524004416343514, 39.500709919443985], ""type"": ""Point""}";39.500709919443985, -0.42524004416343514
BLASCO IBAtEZ;257613;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34719322337777886, 39.47337441653188], ""type"": ""Point""}";39.47337441653188, -0.34719322337777886
SANTA RITA;257614;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3739836585977615, 39.48149401648875], ""type"": ""Point""}";39.48149401648875, -0.3739836585977615
BALEARES;257616;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35130090616964976, 39.461993966375], ""type"": ""Point""}";39.461993966375, -0.35130090616964976
TRAFALGAR;257618;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34575743940174036, 39.459517402028865], ""type"": ""Point""}";39.459517402028865, -0.34575743940174036
TRAFALGAR;257619;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34595362743628544, 39.45930262712596], ""type"": ""Point""}";39.45930262712596, -0.34595362743628544
TRAFALGAR;257620;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3462558133513866, 39.45814559473196], ""type"": ""Point""}";39.45814559473196, -0.3462558133513866
LUIS BOLINCHES COMPA;257623;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3476079879141592, 39.45800803451588], ""type"": ""Point""}";39.45800803451588, -0.3476079879141592
TRES DE ABRIL DE 1979;257624;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34437376765510264, 39.45493805830587], ""type"": ""Point""}";39.45493805830587, -0.34437376765510264
ALAMEDA;257625;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35098498371861236, 39.458407931110074], ""type"": ""Point""}";39.458407931110074, -0.35098498371861236
LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);257626;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3523357626345095, 39.459437298999084], ""type"": ""Point""}";39.459437298999084, -0.3523357626345095
LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);257627;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3508509935553831, 39.45896968213857], ""type"": ""Point""}";39.45896968213857, -0.3508509935553831
LUGRE;257630;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3839738162883424, 39.48966212996946], ""type"": ""Point""}";39.48966212996946, -0.3839738162883424
BALANDRA;257632;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3842831958286003, 39.489590673407285], ""type"": ""Point""}";39.489590673407285, -0.3842831958286003
ALAMEDA;257634;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.342238133842408, 39.45493121170784], ""type"": ""Point""}";39.45493121170784, -0.342238133842408
MALAGA;257639;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3832021397403737, 39.48440381160646], ""type"": ""Point""}";39.48440381160646, -0.3832021397403737
MALAGA;257641;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38319123302197955, 39.48428327162516], ""type"": ""Point""}";39.48428327162516, -0.38319123302197955
SANTA ROSA;257645;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3575006597901711, 39.4686906974217], ""type"": ""Point""}";39.4686906974217, -0.3575006597901711
SANTA ROSA;257647;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3575606521592657, 39.46816452581821], ""type"": ""Point""}";39.46816452581821, -0.3575606521592657
GRAO;257652;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33997560165817176, 39.458499503833316], ""type"": ""Point""}";39.458499503833316, -0.33997560165817176
GRAO;257654;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33943856230344094, 39.45843886969656], ""type"": ""Point""}";39.45843886969656, -0.33943856230344094
CHILE;257655;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.355064835194452, 39.4713400405704], ""type"": ""Point""}";39.4713400405704, -0.355064835194452
OEST;257658;0;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37973336054192947, 39.4701474248037], ""type"": ""Point""}";39.4701474248037, -0.37973336054192947
SANTOS JUSTO Y PASTOR;257660;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34271691652794406, 39.4680083311918], ""type"": ""Point""}";39.4680083311918, -0.34271691652794406
ALGUER;257663;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3405322092290517, 39.47022623528418], ""type"": ""Point""}";39.47022623528418, -0.3405322092290517
ALGUER;257665;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34003257895213096, 39.470155774737535], ""type"": ""Point""}";39.470155774737535, -0.34003257895213096
CARTEROS;257666;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38928694337380565, 39.449140839507315], ""type"": ""Point""}";39.449140839507315, -0.38928694337380565
AMADEO DE SABOYA;257668;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3619375638234072, 39.47360840488636], ""type"": ""Point""}";39.47360840488636, -0.3619375638234072
JUAN VERDEGUER;257670;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3380418693687625, 39.45828091752873], ""type"": ""Point""}";39.45828091752873, -0.3380418693687625
JUAN VERDEGUER;257671;7;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3385461617743443, 39.45833746593864], ""type"": ""Point""}";39.45833746593864, -0.3385461617743443
JUAN VERDEGUER;257672;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3387468789026654, 39.45836022395378], ""type"": ""Point""}";39.45836022395378, -0.3387468789026654
CAMPOAMOR;257678;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33922075652158257, 39.46881279586455], ""type"": ""Point""}";39.46881279586455, -0.33922075652158257
